58,Tomatoes Tear Drop,"€923,63",6/15/2022,58,58
59,Lamb - Rack,"€462,33",11/4/2022,59,59
60,Juice - Apple Cider,"€524,02",8/17/2022,60,60
61,Pepper - Chili Powder,"€803,23",11/16/2022,61,61
62,Soup - Campbells - Tomato,"€31,97",12/16/2022,62,62
63,Eel Fresh,"€255,36",5/15/2023,63,63
64,Poppy Seed,"€489,22",4/1/2023,64,64
65,Kiwano,"€730,40",1/14/2023,65,65
66,"Tendrils - Baby Pea, Organic","€894,29",4/10/2023,66,66
67,Yoplait Drink,"€926,76",7/20/2022,67,67
68,Rye Special Old,"€748,78",9/8/2022,68,68
69,Cheese - Cambozola,"€961,63",7/14/2022,69,69
70,Mushroom - White Button,"€282,38",3/21/2023,70,70
71,"Seedlings - Mix, Organic","€723,86",5/9/2023,71,71
72,"Garlic - Primerba, Paste","€732,24",3/1/2023,72,72
73,"Lemonade - Strawberry, 591 Ml","€596,48",9/2/2022,73,73
74,Beer - Camerons Auburn,"€435,71",10/2/2022,74,74
75,Table Cloth 54x72 White,"€718,46",4/18/2023,75,75
76,"Pork - Bacon,back Peameal","€229,45",10/26/2022,76,76
77,Sage - Fresh,"€896,82",9/4/2022,77,77
78,Truffle Cups Green,"€832,41",2/12/2023,78,78
79,"Crab - Claws, 26 - 30","€354,24",7/5/2022,79,79
80,"Oil - Food, Lacquer Spray","€746,94",11/1/2022,80,80
81,"Turkey - Breast, Boneless Sk On","€145,17",10/31/2022,81,81
82,Pepper - Red Bell,"€870,53",4/6/2023,82,82
83,"Juice - Tomato, 10 Oz","€403,19",11/23/2022,83,83
84,Wine - Piper Heidsieck Brut,"€657,52",9/14/2022,84,84
85,Gelatine Leaves - Envelopes,"€439,91",4/24/2023,85,85
86,"Wine - Red, Lurton Merlot De","€847,45",4/25/2023,86,86
87,Beans - Green,"€234,57",7/12/2022,87,87
88,Chicken Breast Wing On,"€313,22",7/1/2022,88,88
89,"Juice - Clam, 46 Oz","€491,67",4/5/2023,89,89
90,Muffin Hinge Container 6,"€558,77",7/5/2022,90,90
91,Juice - Apple 284ml,"€365,84",8/21/2022,91,91
92,Muffin Carrot - Individual,"€971,11",10/22/2022,92,92
93,Lotus Leaves,"€441,51",4/7/2023,93,93
94,Steam Pan Full Lid,"€600,52",3/4/2023,94,94
95,Crab - Imitation Flakes,"€839,73",2/4/2023,95,95
96,Olives - Stuffed,"€30,32",1/13/2023,96,96
97,Carbonated Water - Strawberry,"€579,99",10/27/2022,97,97
98,Veal - Knuckle,"€935,60",2/11/2023,98,98
99,Water - Tonic,"€429,85",9/15/2022,99,99
100,"Pork - Tenderloin, Frozen","€206,88",11/1/2022,100,100
101,Beer - Molson Excel,"€563,13",11/27/2022,101,101
102,Brandy Apricot,"€606,17",4/20/2023,102,102
103,"Vodka - Hot, Lnferno","€212,28",3/29/2023,103,103
104,Soup - Campbellschix Stew,"€989,25",8/27/2022,104,104
105,Chocolate Bar - Reese Pieces,"€856,80",9/19/2022,105,105
106,Veal - Slab Bacon,"€642,33",2/10/2023,106,106
107,Ecolab - Ster Bac,"€950,15",11/11/2022,107,107
108,Paper Towel Touchless,"€17,20",12/6/2022,108,108
109,Pea - Snow,"€196,08",9/15/2022,109,109
110,"Pepper - White, Whole","€276,54",5/18/2023,110,110
111,Chef Hat 25cm,"€387,41",6/24/2022,111,111
112,Wine - Jaboulet Cotes Du Rhone,"€384,35",4/8/2023,112,112
113,Island Oasis - Peach Daiquiri,"€678,12",1/20/2023,113,113
114,"Wine - Red, Metus Rose","€136,65",3/16/2023,114,114
115,Muffin Mix - Chocolate Chip,"€655,32",1/15/2023,115,115
116,Pepper - Yellow Bell,"€673,86",11/17/2022,116,116
117,Wine - Clavet Saint Emilion,"€625,06",3/9/2023,117,117
118,"Mushroom - Enoki, Dry","€719,43",3/28/2023,118,118
119,Peach - Fresh,"€633,86",4/30/2023,119,119
120,Sour Puss - Tangerine,"€16,72",5/24/2022,120,120
121,The Pop Shoppe - Black Cherry,"€472,96",10/10/2022,121,121
122,Dooleys Toffee,"€359,28",9/12/2022,122,122
123,Sprouts Dikon,"€361,20",3/6/2023,123,123
124,Compound - Mocha,"€961,76",9/24/2022,124,124
125,Ice Cream - Chocolate,"€224,96",11/26/2022,125,125
126,"Wine - White, Pelee Island","€0,69",1/11/2023,126,126
127,Nori Sea Weed - Gold Label,"€586,21",5/8/2023,127,127
128,"Sauce - Bernaise, Mix","€198,64",3/16/2023,128,128
129,Lettuce - Spring Mix,"€207,28",3/7/2023,129,129
130,Carbonated Water - Raspberry,"€955,27",7/14/2022,130,130
131,Eggroll,"€631,81",7/27/2022,131,131
132,Oil - Avocado,"€59,22",2/4/2023,132,132
133,"Bread - Pita, Mini","€500,53",5/29/2022,133,133
134,Cheese - Pont Couvert,"€296,30",5/31/2022,134,134
135,Squid - Breaded,"€258,25",3/18/2023,135,135
136,Lidsoupcont Rp12dn,"€419,37",9/5/2022,136,136
137,Mangostein,"€308,07",2/11/2023,137,137
138,Curry Powder Madras,"€315,39",12/18/2022,138,138
139,"Beans - Kidney, Canned","€371,48",8/26/2022,139,139
140,Bacardi Mojito,"€922,43",1/15/2023,140,140
141,"Wine - White, Antinore Orvieto","€461,79",4/2/2023,141,141
142,Vegetable - Base,"€289,16",4/3/2023,142,142
143,Fudge - Cream Fudge,"€172,25",3/20/2023,143,143
144,Buffalo - Tenderloin,"€949,24",3/14/2023,144,144
145,Beef Tenderloin Aaa,"€468,61",10/4/2022,145,145
146,Wine - Prem Select Charddonany,"€573,99",10/7/2022,146,146
147,Tomato - Peeled Italian Canned,"€954,92",8/20/2022,147,147
148,"Lamb - Leg, Boneless","€11,76",7/12/2022,148,148
149,Spice - Onion Powder Granulated,"€753,50",8/11/2022,149,149
150,Nantucket Orange Juice,"€133,76",11/8/2022,150,150
151,Oil - Sunflower,"€771,79",5/15/2023,151,151
152,Snails - Large Canned,"€184,66",3/31/2023,152,152
153,"Beef - Ground, Extra Lean, Fresh","€476,78",6/27/2022,153,153
154,"Rum - Cream, Amarula","€62,97",4/21/2023,154,154
155,Flower - Potmums,"€894,51",3/18/2023,155,155
156,Kale - Red,"€780,96",8/14/2022,156,156
157,Wine - Magnotta - Cab Sauv,"€631,78",1/26/2023,157,157
158,Ice Cream Bar - Drumstick,"€525,86",5/11/2023,158,158
159,Bread - Olive Dinner Roll,"€825,82",8/26/2022,159,159
160,Gelatine Leaves - Bulk,"€895,33",12/22/2022,160,160
161,"Ice - Clear, 300 Lb For Carving","€223,36",9/27/2022,161,161
162,Wine - Blue Nun Qualitatswein,"€377,27",7/1/2022,162,162
163,Butter Balls Salted,"€364,18",7/2/2022,163,163
164,Table Cloth 81x81 White,"€647,48",10/5/2022,164,164
165,Quail Eggs - Canned,"€931,69",11/20/2022,165,165
166,Wine - Casablanca Valley,"€206,76",1/17/2023,166,166
167,Garlic - Elephant,"€288,69",10/24/2022,167,167
168,Squid - Tubes / Tenticles 10/20,"€770,76",10/12/2022,168,168
169,Bread - French Stick,"€618,22",9/25/2022,169,169
170,Melon - Watermelon Yellow,"€575,97",3/22/2023,170,170
171,"Tea - Darjeeling, Azzura","€220,61",11/2/2022,171,171
172,Nantucket - Kiwi Berry Cktl.,"€624,54",10/13/2022,172,172
173,Miso Paste White,"€593,29",2/26/2023,173,173
174,Cumin - Whole,"€624,34",10/11/2022,174,174
175,Eggwhite Frozen,"€721,16",11/4/2022,175,175
176,Bandage - Flexible Neon,"€489,14",1/3/2023,176,176
177,Kellogs All Bran Bars,"€414,11",12/26/2022,177,177
178,Cheese - Wine,"€710,49",7/19/2022,178,178
179,Wine - Taylors Reserve,"€563,99",5/11/2023,179,179
180,Yeast Dry - Fleischman,"€24,76",5/16/2023,180,180
181,Wine - Riesling Alsace Ac 2001,"€822,37",9/30/2022,181,181
182,"Pasta - Fettuccine, Egg, Fresh","€651,23",8/27/2022,182,182
183,Parasol Pick Stir Stick,"€607,44",8/17/2022,183,183
184,Salmon Steak - Cohoe 6 Oz,"€196,72",10/28/2022,184,184
185,Mudslide,"€871,38",4/6/2023,185,185
186,Lid Coffeecup 12oz D9542b,"€901,21",6/7/2022,186,186
187,"Veal - Brisket, Provimi,bnls","€32,29",4/5/2023,187,187
188,Artichokes - Jerusalem,"€956,78",3/31/2023,188,188
189,Creme De Cacao White,"€101,95",10/15/2022,189,189
190,Vinegar - White,"€820,35",11/2/2022,190,190
191,Campari,"€114,56",4/3/2023,191,191
192,Vinegar - Balsamic,"€290,84",5/9/2023,192,192
193,Plums - Red,"€310,17",2/12/2023,193,193
194,Onion - Dried,"€380,78",12/28/2022,194,194
195,"Fish - Halibut, Cold Smoked","€776,88",3/27/2023,195,195
196,Bacardi Breezer - Tropical,"€747,42",10/15/2022,196,196
197,Cotton Wet Mop 16 Oz,"€354,96",4/6/2023,197,197
198,"Split Peas - Yellow, Dry","€791,65",8/21/2022,198,198
199,Dried Cherries,"€600,12",10/21/2022,199,199
200,"Sprite, Diet - 355ml","€204,72",4/17/2023,200,200
201,Wine - Cava Aria Estate Brut,"€94,08",11/14/2022,201,201
202,Beer - Rickards Red,"€489,41",11/2/2022,202,202
203,Alize Gold Passion,"€322,60",9/6/2022,203,203
204,Juice - Orange 1.89l,"€105,85",11/1/2022,204,204
205,"Napkin - Dinner, White","€767,16",5/4/2023,205,205
206,Energy Drink Bawls,"€199,84",3/19/2023,206,206
207,Pear - Halves,"€712,65",12/14/2022,207,207
208,Wine - Crozes Hermitage E.,"€404,98",11/5/2022,208,208
209,Pepper - Pablano,"€393,80",3/9/2023,209,209
210,"Nestea - Ice Tea, Diet","€129,20",12/19/2022,210,210
211,Slt - Individual Portions,"€403,55",10/24/2022,211,211
212,Muffin - Mix - Creme Brule 15l,"€305,57",10/22/2022,212,212
213,Lettuce - Spring Mix,"€227,12",3/11/2023,213,213
214,Gelatine Leaves - Bulk,"€911,05",11/16/2022,214,214
215,Tea - Herbal - 6 Asst,"€396,61",7/4/2022,215,215
216,Okra,"€639,28",12/28/2022,216,216
217,Carbonated Water - Orange,"€818,80",1/22/2023,217,217
218,"Oil - Truffle, Black","€169,18",3/21/2023,218,218
219,Scallops - 10/20,"€329,91",4/30/2023,219,219
220,Flower - Daisies,"€484,31",9/10/2022,220,220
221,"Mushroom - Trumpet, Dry","€805,88",9/11/2022,221,221
222,Milkettes - 2%,"€243,58",5/7/2023,222,222
223,Red Cod Fillets - 225g,"€831,48",5/26/2022,223,223
224,Extract Vanilla Pure,"€853,94",9/23/2022,224,224
225,Cheese Cloth No 60,"€660,11",11/21/2022,225,225
226,Grenadine,"€367,02",9/6/2022,226,226
227,"Stock - Beef, Brown","€51,73",7/2/2022,227,227
228,Chocolate - Feathers,"€488,96",1/22/2023,228,228
229,Muffin Mix - Morning Glory,"€152,05",5/10/2023,229,229
230,Muffin - Mix - Mango Sour Cherry,"€18,43",4/15/2023,230,230
231,Table Cloth 53x69 White,"€996,48",11/28/2022,231,231
232,"Rice Pilaf, Dry,package","€526,45",10/22/2022,232,232
233,Spice - Peppercorn Melange,"€837,18",3/9/2023,233,233
234,Dill Weed - Fresh,"€439,88",10/22/2022,234,234
235,Pork Casing,"€889,43",7/3/2022,235,235
236,Pasta - Cheese / Spinach Bauletti,"€458,15",1/19/2023,236,236
237,"Pepper - Black, Crushed","€140,56",7/30/2022,237,237
238,Steel Wool,"€385,80",1/7/2023,238,238
239,Bouillion - Fish,"€128,86",1/9/2023,239,239
240,Cassis,"€92,50",8/11/2022,240,240
241,Muffins - Assorted,"€130,67",5/6/2023,241,241
242,Everfresh Products,"€265,85",5/17/2023,242,242
243,"Lettuce - Romaine, Heart","€773,92",10/17/2022,243,243
244,"Chilli Paste, Ginger Garlic","€580,44",9/25/2022,244,244
245,Seabream Whole Farmed,"€411,66",4/6/2023,245,245
246,Lemon Balm - Fresh,"€612,70",7/6/2022,246,246
247,"Bread - Bagels, Mini","€995,58",11/3/2022,247,247
248,Spinach - Frozen,"€185,67",11/12/2022,248,248
249,Beer - Moosehead,"€618,14",6/9/2022,249,249
250,Cheese - Brick With Onion,"€949,81",3/22/2023,250,250
251,Coffee Beans - Chocolate,"€507,87",6/19/2022,251,251
252,Flour - Semolina,"€138,29",8/13/2022,252,252
253,Wine - Vovray Sec Domaine Huet,"€514,02",11/25/2022,253,253
254,Chicken - Ground,"€918,00",4/22/2023,254,254
255,"Beef - Rib Roast, Cap On","€173,25",6/25/2022,255,255
256,Fireball Whisky,"€768,11",12/6/2022,256,256
257,Cornstarch,"€943,45",8/7/2022,257,257
258,Pasta - Ravioli,"€324,64",1/8/2023,258,258
259,Country Roll,"€358,05",3/25/2023,259,259
260,Chef Hat 25cm,"€927,10",1/23/2023,260,260
261,"Nut - Walnut, Pieces","€478,28",5/9/2023,261,261
262,Cups 10oz Trans,"€929,42",6/20/2022,262,262
263,Neckerchief Blck,"€950,21",10/23/2022,263,263
264,"Wine - White, Gewurtzraminer","€752,12",3/12/2023,264,264
265,Cheese - Brie,"€734,98",4/4/2023,265,265
266,Tamarind Paste,"€816,59",1/26/2023,266,266
267,Smirnoff Green Apple Twist,"€618,12",11/22/2022,267,267
268,French Kiss Vanilla,"€855,49",3/15/2023,268,268
269,Pastry - Lemon Danish - Mini,"€604,72",3/22/2023,269,269
270,Beets,"€65,71",2/27/2023,270,270
271,Juice - Propel Sport,"€35,69",7/2/2022,271,271
272,Kiwano,"€664,28",7/28/2022,272,272
273,"Sauce - Apple, Unsweetened","€70,47",4/27/2023,273,273
274,Sour Cream,"€219,66",3/13/2023,274,274
275,Rice - Long Grain,"€90,25",3/10/2023,275,275
276,Parsley - Dried,"€76,22",4/9/2023,276,276
277,Appetizer - Southwestern,"€738,95",12/8/2022,277,277
278,Grapes - Black,"€403,53",10/4/2022,278,278
279,Appetizer - Chicken Satay,"€210,91",2/13/2023,279,279
280,"Sugar - Sweet N Low, Individual","€584,23",9/21/2022,280,280
281,Wine - Pinot Noir Pond Haddock,"€382,24",1/8/2023,281,281
282,Chicken Breast Wing On,"€856,78",12/2/2022,282,282
283,Rosemary - Dry,"€347,12",12/8/2022,283,283
284,"Juice - Grapefruit, 341 Ml","€231,20",4/16/2023,284,284
285,Pork - Backs - Boneless,"€474,41",12/21/2022,285,285
286,Cheese - Ermite Bleu,"€966,10",3/12/2023,286,286
287,Rappini - Andy Boy,"€635,55",1/6/2023,287,287
288,Chicken - Tenderloin,"€738,76",3/28/2023,288,288
289,Icecream - Dstk Super Cone,"€900,81",12/22/2022,289,289
290,Garbage Bags - Black,"€961,46",12/2/2022,290,290
291,Fennel,"€926,00",11/2/2022,291,291
292,Cheese - Gorgonzola,"€989,24",10/17/2022,292,292
293,"Mushroom - Trumpet, Dry","€912,38",4/8/2023,293,293
294,"Sparkling Wine - Rose, Freixenet","€743,54",11/23/2022,294,294
295,Lamb - Whole Head Off,"€466,42",9/29/2022,295,295
296,"Soup - Knorr, Veg / Beef","€300,19",9/13/2022,296,296
297,Mix - Cappucino Cocktail,"€620,33",3/17/2023,297,297
298,"Beef - Tenderlion, Center Cut","€342,14",3/17/2023,298,298
299,Sour Puss Raspberry,"€918,10",10/19/2022,299,299
300,"Sauce - Soya, Light","€700,40",7/8/2022,300,300
301,Cafe Royale,"€847,77",12/26/2022,301,301
302,Barramundi,"€180,94",1/2/2023,302,302
303,Puree - Mango,"€210,65",5/29/2022,303,303
304,Triple Sec - Mcguinness,"€407,82",1/19/2023,304,304
305,Mackerel Whole Fresh,"€641,92",1/22/2023,305,305
306,Relish,"€383,32",4/23/2023,306,306
307,"Marsala - Sperone, Fine, D.o.c.","€680,01",4/21/2023,307,307
308,Wine - Zinfandel Rosenblum,"€46,81",7/4/2022,308,308
309,Ham - Proscuitto,"€226,82",6/19/2022,309,309
310,Orange - Blood,"€657,83",6/21/2022,310,310
311,White Fish - Filets,"€594,05",7/27/2022,311,311
312,Fireball Whisky,"€410,88",4/10/2023,312,312
313,Flour - Whole Wheat,"€465,76",8/7/2022,313,313
314,Crackers - Graham,"€718,60",9/18/2022,314,314
315,"Pork - Bacon, Double Smoked","€808,57",7/5/2022,315,315
316,"Soup - Campbells, Lentil","€462,75",6/8/2022,316,316
317,Appetizer - Shrimp Puff,"€74,83",2/20/2023,317,317
318,Lamb - Rack,"€429,90",3/9/2023,318,318
319,Fond - Neutral,"€477,23",1/12/2023,319,319
320,Table Cloth 54x54 White,"€72,15",12/30/2022,320,320
321,Beer - Guiness,"€685,59",3/23/2023,321,321
322,Pasta - Ravioli,"€733,05",9/7/2022,322,322
323,Dip - Tapenade,"€471,91",4/21/2023,323,323
324,Table Cloth 54x54 White,"€916,32",1/17/2023,324,324
325,Bread - Raisin,"€831,49",5/4/2023,325,325
326,Chicken - Ground,"€90,24",9/16/2022,326,326
327,Ecolab - Solid Fusion,"€196,68",5/18/2023,327,327
328,"Pepper - Julienne, Frozen","€662,63",12/19/2022,328,328
329,Table Cloth 90x90 White,"€219,23",8/23/2022,329,329
330,Wine - Duboeuf Beaujolais,"€645,14",5/3/2023,330,330
331,Wine - Ruffino Chianti Classico,"€195,55",10/14/2022,331,331
332,Garbage Bags - Black,"€538,87",8/5/2022,332,332
333,Icecream - Dstk Strw Chseck,"€796,06",11/26/2022,333,333
334,Allspice - Jamaican,"€292,13",4/11/2023,334,334
335,Beer - Camerons Cream Ale,"€732,25",8/4/2022,335,335
336,Chinese Lemon Pork,"€343,54",12/31/2022,336,336
337,"Tart Shells - Sweet, 2","€621,24",1/17/2023,337,337
338,Oil - Olive,"€19,92",11/21/2022,338,338
339,Pasta - Canelloni,"€185,84",7/18/2022,339,339
340,Breadfruit,"€149,49",11/18/2022,340,340
341,Sesame Seed,"€165,19",9/1/2022,341,341
342,Bar Special K,"€463,98",10/23/2022,342,342
343,"Orange - Canned, Mandarin","€606,20",1/13/2023,343,343
344,Basil - Seedlings Cookstown,"€860,20",7/23/2022,344,344
345,"Mushroom - Oyster, Fresh","€688,72",10/27/2022,345,345
346,"Liners - Banana, Paper","€390,32",8/31/2022,346,346
347,"Potatoes - Purple, Organic","€98,54",1/26/2023,347,347
348,Wine - Remy Pannier Rose,"€842,02",2/16/2023,348,348
349,Bread - Wheat Baguette,"€806,45",7/25/2022,349,349
350,Beef - Top Sirloin - Aaa,"€468,10",6/18/2022,350,350
351,Truffle Cups - Brown,"€687,40",8/4/2022,351,351
352,Foil Cont Round,"€393,99",3/26/2023,352,352
353,Ice Cream Bar - Oreo Sandwich,"€590,18",5/13/2023,353,353
354,Samosa - Veg,"€562,81",6/1/2022,354,354
355,Sauce - Ranch Dressing,"€489,69",7/5/2022,355,355
356,Currants,"€185,86",8/16/2022,356,356
357,Lobak,"€532,18",10/14/2022,357,357
358,Ecolab Crystal Fusion,"€723,62",3/23/2023,358,358
359,Wine - Taylors Reserve,"€2,55",4/20/2023,359,359
360,Squeeze Bottle,"€435,39",10/21/2022,360,360
361,Appetizer - Cheese Bites,"€40,92",7/8/2022,361,361
362,Cheese - Victor Et Berthold,"€449,04",4/5/2023,362,362
363,Soup - Campbells - Chicken Noodle,"€152,74",11/20/2022,363,363
364,Sauce - Hp,"€274,46",7/19/2022,364,364
365,Puree - Raspberry,"€576,07",1/25/2023,365,365
366,Crab - Imitation Flakes,"€622,85",6/14/2022,366,366
367,Vinegar - Cider,"€522,57",8/30/2022,367,367
368,French Pastries,"€473,19",3/1/2023,368,368
369,Ocean Spray - Ruby Red,"€590,34",11/21/2022,369,369
370,Crab Meat Claw Pasteurise,"€291,65",7/28/2022,370,370
371,Tofu - Soft,"€80,07",12/14/2022,371,371
372,Sea Bass - Fillets,"€839,68",10/7/2022,372,372
373,Cake - Lemon Chiffon,"€955,32",12/20/2022,373,373
374,Clams - Bay,"€651,99",3/16/2023,374,374
375,White Baguette,"€427,52",3/29/2023,375,375
376,Samosa - Veg,"€828,34",11/2/2022,376,376
377,Tomatoes - Roma,"€982,97",5/18/2023,377,377
378,Ice Cream Bar - Oreo Cone,"€64,50",1/30/2023,378,378
379,Walkers Special Old Whiskey,"€559,03",6/10/2022,379,379
380,Tofu - Soft,"€491,63",10/11/2022,380,380
381,Veal - Provimi Inside,"€664,98",7/2/2022,381,381
382,Kiwi Gold Zespri,"€42,74",10/10/2022,382,382
383,Chinese Foods - Chicken Wing,"€963,32",8/30/2022,383,383
384,Trout - Smoked,"€361,35",9/6/2022,384,384
385,Savory,"€836,61",10/2/2022,385,385
386,Numi - Assorted Teas,"€396,16",3/12/2023,386,386
387,Table Cloth 54x72 Colour,"€862,23",5/15/2023,387,387
388,"Shrimp - 21/25, Peel And Deviened","€167,75",3/14/2023,388,388
389,Eel - Smoked,"€592,03",10/23/2022,389,389
390,Bread - Raisin Walnut Oval,"€444,09",12/21/2022,390,390
391,Salt And Pepper Mix - Black,"€146,79",7/5/2022,391,391
392,Ham - Cooked Italian,"€140,09",12/22/2022,392,392
393,Whmis Spray Bottle Graduated,"€506,09",11/20/2022,393,393
394,"Trout - Rainbow, Frozen","€920,76",1/14/2023,394,394
395,Wine - Casillero Del Diablo,"€540,06",7/22/2022,395,395
396,"Turkey - Breast, Bone - In","€492,61",12/27/2022,396,396
397,"Pork - Butt, Boneless","€700,77",7/6/2022,397,397
398,Bagelers,"€24,33",10/1/2022,398,398
399,Appetizer - Sausage Rolls,"€725,92",10/17/2022,399,399
400,Vinegar - Tarragon,"€381,27",5/16/2023,400,400
401,Cranberry Foccacia,"€835,27",11/8/2022,401,401
402,Pastry - Butterscotch Baked,"€772,57",3/15/2023,402,402
403,Syrup - Monin - Granny Smith,"€76,21",12/22/2022,403,403
404,Bread - Wheat Baguette,"€348,78",4/5/2023,404,404
405,Herb Du Provence - Primerba,"€501,09",4/28/2023,405,405
406,Sesame Seed Black,"€698,65",4/14/2023,406,406
407,Cheese - Parmesan Grated,"€640,34",11/29/2022,407,407
408,Wine - Two Oceans Sauvignon,"€282,35",6/9/2022,408,408
409,Pork - Backfat,"€44,82",10/5/2022,409,409
410,Pork - Backfat,"€892,14",3/2/2023,410,410
411,"Beets - Candy Cane, Organic","€832,96",1/14/2023,411,411
412,"Champagne - Brights, Dry","€190,02",7/16/2022,412,412
413,Pastry - Chocolate Marble Tea,"€367,45",7/7/2022,413,413
414,Brandy - Bar,"€599,48",10/6/2022,414,414
415,Silicone Paper 16.5x24,"€952,84",12/3/2022,415,415
416,Table Cloth 62x114 White,"€301,50",7/1/2022,416,416
417,Soap - Hand Soap,"€943,06",2/5/2023,417,417
418,Bread - French Stick,"€540,54",1/10/2023,418,418
419,Sprouts - Brussel,"€226,17",4/16/2023,419,419
420,Danishes - Mini Raspberry,"€451,03",6/13/2022,420,420
421,Tequila Rose Cream Liquor,"€843,53",5/6/2023,421,421
422,Pop - Club Soda Can,"€922,18",1/23/2023,422,422
423,Bread Country Roll,"€258,72",7/13/2022,423,423
424,White Baguette,"€610,66",12/20/2022,424,424
425,Bread - Olive Dinner Roll,"€691,38",10/22/2022,425,425
426,Extract - Almond,"€366,36",11/20/2022,426,426
427,"Veal - Round, Eye Of","€542,43",11/28/2022,427,427
428,Fennel - Seeds,"€634,96",8/14/2022,428,428
429,Steampan - Lid For Half Size,"€361,26",4/28/2023,429,429
430,Stock - Fish,"€616,59",5/6/2023,430,430
431,Coffee - Decaffeinato Coffee,"€947,26",8/16/2022,431,431
432,"Cheese - Brie,danish","€358,28",10/12/2022,432,432
433,"Wine - Magnotta, Merlot Sr Vqa","€752,49",11/8/2022,433,433
434,"Tomatoes - Diced, Canned","€469,23",9/21/2022,434,434
435,Creme De Cacao Mcguines,"€836,33",4/25/2023,435,435
436,Muffin - Bran Ind Wrpd,"€270,08",6/24/2022,436,436
437,Cotton Wet Mop 16 Oz,"€128,94",1/20/2023,437,437
438,Sesame Seed,"€948,42",12/15/2022,438,438
439,Pop - Club Soda Can,"€655,46",7/9/2022,439,439
440,Cheese - Goat With Herbs,"€638,58",3/9/2023,440,440
441,Beans - Fava Fresh,"€113,02",8/21/2022,441,441
442,Pears - Bosc,"€133,24",6/3/2022,442,442
443,Bagel - Everything,"€618,21",1/11/2023,443,443
444,Ice Cream - Chocolate,"€44,37",4/12/2023,444,444
